nid;transaccion_tipo;digitalizacion_medir;digitalizacion_observacion;descargas_obligatorias;formulario_digital;turno_requerido;turno_digital;identificacion_digital;posee_notificaciones;notificaciones;pago_requerido_list;pago_electronico_list;resumen_nivel;relevamiento_observaciones;recomendacion;observacion_recomendacion;texto_servicio;cat1;cat2;cat3;cat4
1659;SOLICITUD;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;4;;NINGUNA;;Obtener tarjeta SUBE;;;;
1679;CONSULTA;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;"Revisar contenido. El ""trámite"" es un listado de preguntas frecuentes para funcionarios.";NINGUNA;;;;;;
1684;DENUNCIA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Denuncias por corrupción;;;;
1784;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/solicitar-el-certificado-de-importacion-exportacion-o-reexportacion-trofeos-de-caza-de-fauna;NINGUNA;;Obtener certificados;;;;
1809;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/solicitar-el-saldo-de-mercaderias-acreditadas-en-la-direcccion-de-fauna-silvestre;NINGUNA;;Solicitud de servicios e Información;Fauna Silvestre;;;
1829;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;El link del trámite es de back. El acceso desde Argentina es https://argentina.gob.ar/inscribir-y-registrar-usuarios-para-comercializacion-de-fauna-silvestre;NINGUNA;;Inscribirse a Registros;Comercialización de fauna silvestre;;;
1889;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/inscribir-tu-organizacion-en-el-directorio-de-organizaciones-de-la-sociedad-civil-y-no;NINGUNA;;Inscribirse a Registros;Organizaciones de la sociedad civil y no gubernamentales ambientales;;;
1894;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;2;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/acreditar-mercaderias-transferir-y-solicitar-guias-de-transito-de-fauna-silvestre;NINGUNA;;Solicitud de servicios e Información;Fauna Silvestre;;;
1899;SOLICITUD;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/solicitar-la-realizacion-de-ensayo-de-control-de-emisiones-gaseosas-vehiculares;NINGUNA;;Solicitud de servicios e Información;Control de emisiones gaseosas;;;
1904;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;El link del trámite es de back. El acceso desde Argentina es https://argentina.gob.ar/presentar-la-declaracion-jurada-de-efluentes-liquidos-industriales-correspondiente-al-ano-2016;NINGUNA;;-;;;;
1909;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;NO;NO;4;El link del trámite es de back. El acceso desde Argentina es https://argentina.gob.ar/importar-hurones;NINGUNA;;Declaración Jurada;;;;
1929;CONSULTA;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/solicitar-las-guias-de-requerimientos-para-la-habilitacion-de-transportistas-de-residuos-peligrosos;NINGUNA;;;;;;
1944;INSCRIPCIÓN;SI;;SI;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;"Permite bajar un aplicativo para generar la documentación a presentar, tanto en papel como en formato digital.
Además, el link del trámite es de back. El acceso desde Argentina es https://argentina.gob.ar/inscribirse-en-el-registro-nacional-de-generadores-operadores-y-transportistas-de-residuos.";NINGUNA;;Inscribirse a Registros;Generadores, operadores y transportistas de residuos peligrosos;;;
1949;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;2;El link del trámite es de back. El acceso desde Argentina es http://www.argentina.gob.ar/liquidacion-de-la-tasa-ambiental-anual, pero no anda;NINGUNA;;Tasa ambiental anual;;;;
1954;DOCUMENTACIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/asentar-los-movimientos-de-residuos-peligrosos-en-la-rubrica-de-libros;NINGUNA;;Obtener certificados;;;;
1964;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;1;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/obtener-la-autorizacion-para-la-importacion-de-residuos-no-peligrosos;NINGUNA;;Obtener certificados;;;;
1974;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;El link del trámite es de back. El acceso desde Argentina es https://argentina.gob.ar/visado-de-documentacion-tecnica-y-calidad-del-vertido-de-obra-existente;NINGUNA;;Importaciones;Equipos;;;
1984;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Patrimonio cultural y natural;;;;
1989;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/inscribirse-en-el-registro-de-profesionales-en-la-direccion-de-prevencion-y-recomposicion-ambiental;NINGUNA;;Obtener autorizaciones para exportación o importación de residuos;Exportar;;;
1994;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/obtener-la-autorizacion-para-la-exportacion-de-residuos-peligrosos;NINGUNA;;Obtener autorizaciones para exportación o importación de residuos;Exportar;;;
1999;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/obtener-la-autorizacion-para-importar-pilas-yo-baterias;NINGUNA;;Obtener autorizaciones para exportación o importación de residuos;Importar;;;
2004;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/obtener-el-certificado-provisional-para-traslado-de-mercaderias-importadas-de-fauna-silvestre;NINGUNA;;Obtener autorizaciones para exportación o importación de residuos;Importar;;;
2024;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;NO;2;;NINGUNA;;Solicitud de servicios e Información;Comercialización de pieles;;;
2029;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/solicitud-para-recuperar-mercaderia-no-exportada-o-exportada-parcialmente-de-fauna-silvestre;NINGUNA;;Solicitud de servicios e Información;Fauna Silvestre;;;
2089;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;El link del trámite es de back. El acceso desde Argentina es https://www.argentina.gob.ar/obtener-la-autorizacion-para-la-exportacion-de-residuos-o-desperdicios-no-peligrosos;NINGUNA;;Inscribirse a Registros;Prevención y Recomposición Ambiental;;;
2124;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;El link del trámite es de back. El acceso desde Argentina es https://argentina.gob.ar/realizar-el-empadronamiento-de-establecimientos-industriales-y-especiales;NINGUNA;;Inscribirse a Registros;Establecimientos industriales y especiales;;;
2263;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
2321;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Registrar institución;;;;
2324;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Material multimedial Biblioteca Nacional de Maestros;;;;
2336;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
2343;DOCUMENTACIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Turno online según jurisdicción;NINGUNA;;Obtener DNI;Original;;extranjero;Argentina
2377;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;;;;;
2383;DOCUMENTACIÓN;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;Esta duplicado el costo;NINGUNA;;Obtener DNI;Rectificación;x cambio datos personales;extranjero;Argentina
2410;DOCUMENTACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;3;;NINGUNA;;Obtener PASAPORTE;Original;;;Argentina
2412;DOCUMENTACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;3;;NINGUNA;;Obtener PASAPORTE;Original;;;Argentina
2414;DOCUMENTACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;;NINGUNA;;Obtener PASAPORTE;Original;;;Argentina
2429;CONSULTA;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;"Link ""Solicitud de información pública ambiental"" no anda";NINGUNA;;;;;;
2443;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;"No se puede acceder al sitio de Autopistas del Sol
No se puede acceder al sitio de Autopistas al Sur";NINGUNA;;Discapacidad - pase libre en peajes de ingreso a la Ciudad;;;;
2444;DOCUMENTACIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Solicitar tenencia de materiales de usos especiales;Credenciales;;;
2447;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;NO;NO;3;Revisar trámite. Está dirigido a centros técnicos especializados (en total 10 hasta el 2016). Requiere de logueo, no se puede ver toda la información disponible. Pero los papeles deben presentarse presencialmente y por mail.;NINGUNA;;;;;;
2454;DOCUMENTACIÓN;SI;;SI;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Obtener permiso de tenencia;Credenciales;Actualización;Colectivo;
2462;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Obtener permiso de tenencia;Armas de fuego;;Particular personal de la fuerza;
2476;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;3;;NINGUNA;;Registrar operaciones comerciales de municiones y material de uso especial;;;;
2482;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;NO;NO;3;Revisar trámite. Está dirigido a centros técnicos especializados (en total 10 hasta el 2016). Requiere de logueo, no se puede ver toda la información disponible. Pero los papeles deben presentarse presencialmente y por mail.;NINGUNA;;Mejorar Equipos de magnetometría;;;;
2485;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;SI;SIN INFORMACIÓN;SI - SEGÚN OPCIÓN;SI;4;;NINGUNA;;;;;;
2488;DENUNCIA;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;"No se puede accerder a los siguientes sitios: Acceso Norte Autopista del Sol SA; Acceso Riccheri; Corredor Vial Nº 1.";NINGUNA;;Reclamos y consultas Red Vial Nacional Concesionada;;;;
2502;SOLICITUD;SIN INFORMACIÓN;;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;;NINGUNA;;Pymes;Financiamiento;;;
2508;INSCRIPCIÓN;SI;;SI;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;Para uso no doméstico la inscripción es personal;NINGUNA;;Importaciones;Equipos;;;
2511;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE PROPIA;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Inscribirse a Registros;Importación y Exportación de Sustancias que Agotan la Capa de Ozono;;;
2533;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;El link debería dirigirse a http://expedientes.mecon.gov.ar/finddoc2/finddoc/Inicio;NINGUNA;;;;;;
2534;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
2535;ASESORAMIENTO;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;"Revisar: 
1- Corresponde como trámite de interés al ciudadano general.
2- Se pueden bajar archivos pero son formularios de ejemplo. No sirven para presentar.";NINGUNA;;;;;;
2593;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Monotributo;;;;
2599;INSCRIPCIÓN;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Obtener permiso de portación de armas de fuego;Empresa;;;
2604;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Monotributo;Pagar;;;
2605;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;Estas variables son sólo para 3 modalidades, para otra modalidades el Nivel es 3;NINGUNA;;Monotributo;Modificar datos;;;
2607;INSCRIPCIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Monotributo;Baja;;;
2613;SOLICITUD;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Monotributo;Solicitar autorización impresión de comprobantes;;;
2615;DOCUMENTACIÓN;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Monotributo;;;;
2618;SOLICITUD;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Monotributo;Facturar electrónicamente;;;
2860;DOCUMENTACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;3;;NINGUNA;;Obtención y renovación de documentos;Certificado;;;
2862;DOCUMENTACIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;3;;NINGUNA;;Obtención y renovación de documentos;Patente;;;
2865;CONSULTA;SI;;NO;SI;SI;SI;CLAVE DE SEGURIDAD SOCIAL;NO;SIN INFORMACIÓN;NO;NO;3;"La presencia del ciudadano se requiere aún para presentarse a hacer el trámite en terminales bancarias.
El turno es necesario sólo para presentarse en delegaciones ANSES.";NINGUNA;;Consultar inclusión en Reparación Histórica;;;;
3019;SOLICITUD;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;4;;NINGUNA;;Comprar productos extranjeros;;;;
3152;SOLICITUD;SIN INFORMACIÓN;;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;;NINGUNA;;Pymes;Asistencia y formación;;;
3212;TURNO;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;;;;;
3236;DOCUMENTACIÓN;NO;"Descentralizado: Este trámite está descentralizado y sus características dependerán del municipio que lo aplique. 
Nota: la generación de boleta de pago del CENAT se realiza via formulario online, pero es una parte muy pequeña del trámite y no tengo la certeza de que se pueda realizar así para todos los municipios.";SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;;NINGUNA;;Obtener licencia de conducir;Renovar;Nacional;;
3260;DOCUMENTACIÓN;NO;La necesidad o no de realizar un trámite va a depender del país destino. ;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;Revisaría la redacción de este trámite. Parece un disclaimer más que una explicación.;NINGUNA;;Obtener licencia de conducir;Obtener ;Internacional;;
3264;DOCUMENTACIÓN;NO;Descentralizado: Este trámite está descentralizado y sus características dependerán del municipio que lo aplique.;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;SIN INFORMACIÓN;;NINGUNA;;Obtener certificado de legalidad de la licencia de conducir;;;;
3274;INSCRIPCIÓN;SI;;NO;SI;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI - SEGÚN DEPENDENCIA;3;;NINGUNA;;Solicitudes e Inscripciones;Estado del vehículo;;;
3277;INSCRIPCIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;CLAVE PROPIA;SI;SIN INFORMACIÓN;NO;NO;4;No está funcionando el logueo via FB, Tw o G+. Avisar a la ANSV.;NINGUNA;;Obtener licencia de conducir;;;;
3311;DENUNCIA;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;NO;2;;NINGUNA;;Denunciar multa de tránsito;;;;
3324;SOLICITUD;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE FISCAL;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;4;;NINGUNA;;Comprar productos extranjeros;;;;
3459;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Obtener jubilación;Para actividades especiales;;;
3460;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Obtener pensión;Graciable;;;
3462;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;Escasísima la descripción del trámite y no figuran los requerimientos de documentación;NINGUNA;;Obtener pensión;Por fallecimiento ;Nuevo beneficiario de una pensión existente;;
3468;SOLICITUD;SI;;SI;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;2;Engloba varios tipos de asignaciones familiares;NINGUNA;;Obtener asignación familiar;Para titular de pensión Honorífica de Veteranos;;;
3471;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;CLAVE DE SEGURIDAD SOCIAL;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Consultar o reclamar por descuentos en los haberes;;;;
3472;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Reingresar a la actividad laboral;;;;
3475;CONSULTA;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Consultar reajuste de haberes por sentencia judicial;;;;
3478;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Solicitar préstamos a terceros con convenios con ANSES;;;;
3481;DENUNCIA;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;En ninguna parte dice qué documentación llevar;NINGUNA;;Realizar reclamo;;;;
3485;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;Cuando el ciudadano no se puede trasladar para dar su fe de vida, antes servía que el apoderado fuera al banco con su documento. No menciona esos casos;NINGUNA;;Dar fe de vida (supervivencia);;;;
3629;SOLICITUD;SI;;SI;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;La interacción digital es la obtención del turno.;NINGUNA;;Adherir a la nueva moratoria;;;;
3640;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;;NINGUNA;;Obtener pensión;Universal;;;
3866;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;;NINGUNA;;Termina la primaria / secundaria;;;;
3891;ACTIVIDAD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;La reserva se realiza mediante correo electrónico;NINGUNA;;;;;;
3899;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;No queda claro: -si es presencial (creo que si);NINGUNA;;Validación de títulos;Formación Inicial, Media y Superior;;;
3916;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;No queda claro: -si es presencial (creo que si), y - si tiene costos (creo que no);NINGUNA;;Validación de títulos;Formación Docente;;;
3921;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Discapacidad - Pase libre de transporte público ;;;;
3984;SOLICITUD;SI;;SI;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;2;No queda claro: -si es presencial (creo que si);NINGUNA;;Validación de títulos;Formación Inicial, Media y Superior;;;
4021;DENUNCIA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;;NINGUNA;;Denuncias;;;;
4024;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;No queda claro: -si es presencial (creo que si);NINGUNA;;Validación de títulos;Formación Docente;;;
4027;SOLICITUD;SI;;NO;NO;SI;SI;NO;NO;SIN INFORMACIÓN;NO;NO;3;No queda claro: -si es presencial (creo que si);NINGUNA;;Validación de títulos;Formación Docente;;;
4039;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;No queda claro: -si es presencial (creo que si), y - si tiene costos (creo que no);NINGUNA;;Reconocimiento de estudios;;;;
4072;CONSULTA;SI;;NO;SI;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;4;Todo el tramite es: se pregunta por mail y se recibe la respuesta por mail.;NINGUNA;;Reconocimiento de estudios;;;;
4074;SOLICITUD;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;NO;NO;1;;NINGUNA;;Reconocimiento de estudios;;;;
4269;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;"La forma de pago electrónica solo aplica si la consulta se realiza desde el interior del país.
En argentina.gob.ar no aclara lo de los turnos, sino que aclara que hay que acercarse a la DNDA.";NINGUNA;;Inscribir editorial;;;;
4286;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;"La forma de pago electrónica solo aplica si la consulta se realiza desde el interior del país.
En argentina.gob.ar no aclara lo de los turnos, sino que aclara que hay que acercarse a la DNDA.";NINGUNA;;Inscribir seudónimo ;;;;
4292;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;"La forma de pago electrónica solo aplica si la consulta se realiza desde el interior del país.
En argentina.gob.ar no aclara lo de los turnos, sino que aclara que hay que acercarse a la DNDA.";NINGUNA;;Declarar obras y ejemplajes editados ;Declaración mensual de obras editadas;;;
4324;SIN INFORMACIÓN;SI;;NO;NO;NO - NO APLICA TURNO;NO;NO;NO;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;La forma de pago electrónica solo aplica si la consulta se realiza desde el interior del país;NINGUNA;;Consultar títulos en uso de publicaciones periódicas;;;;
4327;INSCRIPCIÓN;SI;;NO;NO;SI;SI;NO;SI;SIN INFORMACIÓN;SI - OBLIGATORIO;SI;1;"La forma de pago electrónica solo aplica si la consulta se realiza desde el interior del país.
En argentina.gob.ar no aclara lo de los turnos, sino que aclara que hay que acercarse a la DNDA.";NINGUNA;;Declarar obras y ejemplajes editados ;Declaración mensual de publicaciones periódicas;;;
